VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/09/2022 01:59:48 PM,02/09/2022 02:08:08 PM,N,1,152,41,1,0.94,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,02/09/2022 02:00:29 PM,02/09/2022 02:18:28 PM,N,1,74,43,1,1.57,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,02/09/2022 02:00:51 PM,02/09/2022 02:13:34 PM,N,1,75,263,1,0.95,9,0,0.5,0,0,,0.3,12.55,2,1,2.75
2,02/09/2022 02:01:01 PM,02/10/2022 01:19:20 PM,N,1,75,162,1,2.36,13,1,0.5,1,0,,0.3,15.8,1,1,0
2,02/09/2022 02:01:06 PM,02/09/2022 02:11:40 PM,N,1,166,236,1,1.99,9.5,0,0.5,2.58,0,,0.3,12.88,1,1,0
2,02/09/2022 02:01:41 PM,02/09/2022 02:23:41 PM,N,1,24,100,1,3.98,16.5,0,0.5,4.01,0,,0.3,24.06,1,1,2.75
1,02/09/2022 02:02:07 PM,02/09/2022 02:02:18 PM,N,1,149,149,1,0,0,0,0,0,0,,0,0,1,1,0
1,02/09/2022 02:02:49 PM,02/09/2022 02:34:15 PM,N,1,116,78,1,0,20.2,0,0.5,0,0,,0.3,21,1,1,0
2,02/09/2022 02:03:38 PM,02/09/2022 02:16:40 PM,N,1,244,238,1,4.64,15.5,0,0.5,7,0,,0.3,26.05,1,1,2.75
2,02/09/2022 02:03:51 PM,02/09/2022 02:26:05 PM,N,1,95,252,1,7.36,24,0,0.5,0,0,,0.3,24.8,2,1,0
2,02/09/2022 02:03:52 PM,02/09/2022 02:16:43 PM,N,1,95,135,1,2.12,10.5,0,0.5,3.39,0,,0.3,14.69,1,1,0
2,02/09/2022 02:04:00 PM,02/09/2022 02:10:00 PM,,,166,151,,0.92,7.7,0,0,1.33,0,,0.3,9.33,,,
2,02/09/2022 02:06:26 PM,02/09/2022 02:42:20 PM,N,1,97,100,1,7.9,31,0,0.5,10.36,0,,0.3,44.91,1,1,2.75
1,02/09/2022 02:06:33 PM,02/09/2022 02:12:16 PM,N,1,24,238,1,0.9,6,0,0.5,2,0,,0.3,8.8,1,1,0
2,02/09/2022 02:06:42 PM,02/09/2022 02:20:43 PM,N,1,75,236,1,1.31,10,0,0.5,0,0,,0.3,13.55,2,1,2.75
2,02/09/2022 02:07:00 PM,02/09/2022 02:32:00 PM,,,38,265,,5.98,20.32,0,0,4.8,0,,0.3,25.42,,,
2,02/09/2022 02:07:13 PM,02/09/2022 02:13:44 PM,N,1,43,238,1,0.93,6.5,0,0.5,0,0,,0.3,10.05,2,1,2.75
2,02/09/2022 02:07:15 PM,02/09/2022 02:09:09 PM,N,1,75,75,1,0.53,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,02/09/2022 02:07:28 PM,02/09/2022 02:12:43 PM,N,1,41,42,1,0.57,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 02:08:00 PM,02/09/2022 02:40:52 PM,N,5,65,263,2,9.7,50,0,0,0,0,,0.3,53.05,2,2,2.75
2,02/09/2022 02:08:23 PM,02/09/2022 02:50:46 PM,N,1,97,39,1,6.76,30.5,0,0.5,0,0,,0.3,31.3,2,1,0
1,02/09/2022 02:08:36 PM,02/09/2022 02:36:06 PM,N,1,81,242,1,0,18.2,0,0.5,0,0,,0.3,19,1,1,0
2,02/09/2022 02:08:48 PM,02/09/2022 02:16:57 PM,N,1,75,236,1,0.86,7,0,0.5,2.64,0,,0.3,13.19,1,1,2.75
2,02/09/2022 02:08:58 PM,02/09/2022 02:14:37 PM,N,1,41,151,6,1.16,6.5,0,0.5,1,0,,0.3,8.3,1,1,0
1,02/09/2022 02:09:00 PM,02/09/2022 02:12:33 PM,N,1,166,24,1,0.9,5,0,0.5,0,0,,0.3,5.8,2,1,0
1,02/09/2022 02:09:09 PM,02/09/2022 02:17:53 PM,N,1,75,236,1,1.1,7.5,2.75,0.5,2.2,0,,0.3,13.25,1,1,2.75
2,02/09/2022 02:09:28 PM,02/09/2022 02:25:38 PM,N,1,97,17,1,2.29,11.5,0,0.5,1,0,,0.3,13.3,1,1,0
1,02/09/2022 02:09:41 PM,02/09/2022 02:34:29 PM,N,1,200,213,1,0,32.2,0,0.5,0,0,,0.3,33,1,1,0
2,02/09/2022 02:10:39 PM,02/09/2022 02:16:33 PM,N,1,42,74,1,0.86,6,0,0.5,1.2,0,,0.3,8,1,1,0
2,02/09/2022 02:10:46 PM,02/09/2022 02:35:43 PM,N,1,7,171,1,6.97,23.5,0,0.5,0,0,,0.3,24.3,2,1,0
2,02/09/2022 02:10:50 PM,02/09/2022 02:35:27 PM,N,1,41,237,1,3.2,17,0,0.5,5.14,0,,0.3,25.69,1,1,2.75
2,02/09/2022 02:11:01 PM,02/09/2022 02:19:16 PM,N,1,244,243,1,1.25,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/09/2022 02:11:17 PM,02/09/2022 02:40:05 PM,N,1,17,33,1,0,17.2,0,0.5,0,0,,0.3,18,1,1,0
1,02/09/2022 02:11:22 PM,02/09/2022 02:55:30 PM,N,1,47,140,1,0,32.2,0,0.5,0,6.55,,0.3,39.55,1,1,0
2,02/09/2022 02:11:37 PM,02/10/2022 12:00:00 AM,N,1,17,256,1,1.03,8,0,0.5,0,0,,0.3,8.8,2,1,0
1,02/09/2022 02:12:28 PM,02/09/2022 03:06:05 PM,N,1,43,79,1,5.4,32,2.75,0.5,5.33,0,,0.3,40.88,1,1,2.75
2,02/09/2022 02:12:43 PM,02/09/2022 02:25:36 PM,N,1,42,168,1,1.7,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/09/2022 02:12:56 PM,02/09/2022 02:32:59 PM,N,1,74,43,1,2.6,14,0,0.5,3.51,0,,0.3,21.06,1,1,2.75
2,02/09/2022 02:13:01 PM,02/09/2022 02:16:51 PM,N,1,25,25,1,0.41,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
2,02/09/2022 02:13:54 PM,02/09/2022 02:37:34 PM,N,1,74,236,1,2.56,16,0,0.5,2,0,,0.3,21.55,1,1,2.75
2,02/09/2022 02:14:00 PM,02/09/2022 02:49:00 PM,,,169,259,,6.71,35.7,0,0,0,0,,0.3,36,,,
2,02/09/2022 02:15:18 PM,02/09/2022 02:26:38 PM,N,1,75,42,1,1.92,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 02:16:11 PM,02/09/2022 02:25:58 PM,N,1,75,41,1,1.55,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
1,02/09/2022 02:16:50 PM,02/09/2022 02:41:06 PM,N,1,166,237,1,3.9,17.5,2.75,0.5,5.25,0,,0.3,26.3,1,1,2.75
2,02/09/2022 02:17:12 PM,02/09/2022 02:48:21 PM,N,1,74,141,1,3.59,20.5,0,0.5,0,0,,0.3,24.05,2,1,2.75
2,02/09/2022 02:17:38 PM,02/09/2022 02:48:09 PM,N,1,244,161,5,7.51,28,0,0.5,6.31,0,,0.3,37.86,1,1,2.75
2,02/09/2022 02:18:50 PM,02/09/2022 03:03:09 PM,N,1,7,87,1,9.72,33.5,0,0.5,0,0,,0.3,37.05,2,1,2.75
2,02/09/2022 02:18:55 PM,02/09/2022 02:31:49 PM,N,1,75,152,1,1.89,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/09/2022 02:19:07 PM,02/09/2022 02:43:37 PM,N,1,116,116,6,3.22,16.5,0,0.5,1,0,,0.3,18.3,1,1,0
2,02/09/2022 02:19:17 PM,02/09/2022 03:07:45 PM,N,1,263,158,1,6.19,29.5,0,0.5,6.61,0,,0.3,39.66,1,1,2.75
2,02/09/2022 02:20:07 PM,02/09/2022 02:33:06 PM,N,1,74,42,1,1.52,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 02:20:58 PM,02/09/2022 02:33:12 PM,N,1,244,151,1,3.51,13,0,0.5,0,0,,0.3,13.8,2,1,0
2,02/09/2022 02:21:04 PM,02/09/2022 02:31:33 PM,N,1,74,151,1,1.45,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,02/09/2022 02:21:20 PM,02/09/2022 02:54:23 PM,N,1,25,61,1,3.87,19.5,0,0.5,0,0,,0.3,20.3,2,1,0
2,02/09/2022 02:22:00 PM,02/09/2022 02:40:00 PM,,,228,52,,3.34,16.28,0,0,9.22,0,,0.3,25.8,,,
2,02/09/2022 02:22:01 PM,02/09/2022 02:34:14 PM,N,1,152,244,1,1.79,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 02:22:28 PM,02/09/2022 02:35:36 PM,N,1,129,260,1,1.12,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 02:23:11 PM,02/09/2022 02:29:11 PM,N,1,82,129,1,0.42,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
2,02/09/2022 02:24:14 PM,02/09/2022 02:34:44 PM,N,1,74,75,1,1.21,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 02:24:18 PM,02/09/2022 02:56:23 PM,N,1,223,140,1,4.09,21.5,0,0.5,10,0,,0.3,35.05,1,1,2.75
2,02/09/2022 02:24:25 PM,02/09/2022 02:41:42 PM,N,1,74,239,1,3.03,13,0,0.5,4.14,0,,0.3,20.69,1,1,2.75
2,02/09/2022 02:24:54 PM,02/09/2022 02:28:43 PM,N,1,75,75,1,0.23,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/09/2022 02:25:12 PM,02/09/2022 02:47:13 PM,N,1,95,198,1,4.11,17,0,0.5,0,0,,0.3,17.8,2,1,0
1,02/09/2022 02:25:15 PM,02/09/2022 02:43:07 PM,N,1,74,24,1,2.1,13,0,0.5,2.75,0,,0.3,16.55,1,1,0
2,02/09/2022 02:25:24 PM,02/09/2022 02:25:26 PM,N,5,41,264,1,0,8,0,0,1,0,,0.3,9.3,1,2,0
2,02/09/2022 02:25:43 PM,02/09/2022 02:35:19 PM,N,1,130,215,1,1.9,9,0,0.5,0.2,0,,0.3,10,1,1,0
2,02/09/2022 02:25:45 PM,02/09/2022 02:39:18 PM,N,1,166,74,1,1.96,10.5,0,0.5,1.7,0,,0.3,13,1,1,0
2,02/09/2022 02:26:08 PM,02/09/2022 02:30:34 PM,N,1,74,41,1,0.76,5,0,0.5,1.74,0,,0.3,7.54,1,1,0
1,02/09/2022 02:26:26 PM,02/09/2022 02:33:21 PM,N,1,75,141,2,1.2,6.5,2.75,0.5,0,0,,0.3,10.05,2,1,2.75
2,02/09/2022 02:26:27 PM,02/09/2022 02:44:56 PM,N,5,260,173,4,2.87,15,0,0,0,0,,0.3,15.3,2,2,0
2,02/09/2022 02:26:34 PM,02/09/2022 03:12:37 PM,N,1,244,237,1,11.22,40,0,0.5,0,0,,0.3,43.55,2,1,2.75
1,02/09/2022 02:27:16 PM,02/09/2022 03:11:05 PM,N,1,166,170,1,6.7,31.5,2.75,0.5,7,0,,0.3,42.05,1,1,2.75
2,02/09/2022 02:27:19 PM,02/09/2022 02:56:05 PM,N,1,75,244,6,4.53,20.5,0,0.5,4.26,0,,0.3,25.56,1,1,0
2,02/09/2022 02:28:00 PM,02/09/2022 03:03:00 PM,,,41,169,,21517.93,35.7,0,0,0,0,,0.3,36,,,
2,02/09/2022 02:28:06 PM,02/09/2022 02:43:41 PM,N,1,49,80,1,2.25,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
1,02/09/2022 02:29:01 PM,02/09/2022 02:49:47 PM,N,1,42,43,1,2.2,14.5,0,0.5,0,0,,0.3,15.3,2,1,0
2,02/09/2022 02:29:05 PM,02/09/2022 02:31:40 PM,N,1,173,173,1,0,3,0,0.5,0,0,,0.3,3.8,2,1,0
2,02/09/2022 02:29:34 PM,02/09/2022 02:38:02 PM,N,1,74,41,1,0.72,6.5,0,0.5,0,0,,0.3,7.3,1,1,0
2,02/09/2022 02:29:42 PM,02/09/2022 02:30:28 PM,N,1,65,97,1,0.05,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
1,02/09/2022 02:30:28 PM,02/09/2022 02:46:46 PM,N,1,43,262,2,1.8,11.5,2.75,0.5,3,0,,0.3,18.05,1,1,2.75
2,02/09/2022 02:30:28 PM,02/09/2022 02:33:32 PM,N,1,7,7,1,0.75,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,02/09/2022 02:30:33 PM,02/09/2022 02:44:48 PM,N,1,75,42,1,2.57,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
1,02/09/2022 02:30:44 PM,02/09/2022 03:06:04 PM,N,1,75,246,0,5.8,26.5,2.75,0.5,6,0,,0.3,36.05,1,1,2.75
2,02/09/2022 02:31:07 PM,02/09/2022 02:45:01 PM,N,1,244,152,1,2.2,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,02/09/2022 02:31:22 PM,02/09/2022 02:37:31 PM,N,1,75,74,2,1.26,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/09/2022 02:32:00 PM,02/09/2022 03:04:00 PM,,,65,225,,4.14,20.43,0,0,4.61,0,,0.3,25.34,,,
2,02/09/2022 02:32:11 PM,02/09/2022 02:45:34 PM,N,1,74,41,4,1.23,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,02/09/2022 02:32:19 PM,02/09/2022 02:33:39 PM,N,1,43,75,1,0.03,3,0,0.5,0,0,,0.3,3.8,2,1,0
2,02/09/2022 02:32:20 PM,02/09/2022 02:39:28 PM,N,1,75,75,1,0,6,0,0.5,2.04,0,,0.3,8.84,1,1,0
2,02/09/2022 02:32:22 PM,02/09/2022 02:47:42 PM,N,1,244,48,1,6.31,20.5,0,0.5,1.8,0,,0.3,25.85,1,1,2.75
1,02/09/2022 02:32:45 PM,02/09/2022 02:36:30 PM,N,1,181,181,1,0.4,4,0,0.5,1.15,0,,0.3,5.95,1,1,0
2,02/09/2022 02:32:51 PM,02/09/2022 02:51:41 PM,N,1,33,170,1,6.15,21,0,0.5,4.91,0,,0.3,29.46,1,1,2.75
1,02/09/2022 02:33:28 PM,02/09/2022 02:39:24 PM,N,1,75,75,1,0.4,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 02:34:04 PM,02/09/2022 02:55:19 PM,N,1,190,33,2,2.63,15,0,0.5,4.74,0,,0.3,20.54,1,1,0
2,02/09/2022 02:34:35 PM,02/09/2022 02:50:18 PM,N,1,74,152,1,1.61,11,0,0.5,2.95,0,,0.3,14.75,1,1,0
2,02/09/2022 02:34:43 PM,02/09/2022 02:55:38 PM,N,1,75,140,1,2.13,14,0,0.5,5.26,0,,0.3,22.81,1,1,2.75
2,02/09/2022 02:35:00 PM,02/09/2022 02:45:00 PM,,,159,168,,1.1,8.16,0,0,0.94,0,,0.3,9.4,,,
2,02/09/2022 02:35:17 PM,02/09/2022 02:47:37 PM,N,1,42,75,1,1.57,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 02:35:52 PM,02/09/2022 02:44:48 PM,N,1,41,74,2,0.91,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/09/2022 02:36:00 PM,02/09/2022 02:56:00 PM,,,75,141,,1.81,11.13,0,0,4.64,0,,0.3,18.82,,,
2,02/09/2022 02:36:08 PM,02/09/2022 02:54:43 PM,N,1,166,41,1,2.58,13.5,0,0.5,3,0,,0.3,17.3,1,1,0
1,02/09/2022 02:36:25 PM,02/09/2022 02:41:53 PM,N,1,196,95,1,0.6,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 02:36:43 PM,02/09/2022 03:05:59 PM,N,1,244,236,1,6.26,25,0,0.5,5.14,0,,0.3,33.69,1,1,2.75
2,02/09/2022 02:36:48 PM,02/09/2022 03:05:39 PM,N,5,192,132,2,9.31,35,0,0,5,0,,0.3,40.3,1,2,0
2,02/09/2022 02:37:14 PM,02/09/2022 02:58:34 PM,N,1,43,140,1,2.32,14,0,0.5,3.51,0,,0.3,21.06,1,1,2.75
2,02/09/2022 02:37:35 PM,02/09/2022 02:48:38 PM,N,1,97,97,1,1.05,8,0,0.5,2.2,0,,0.3,11,1,1,0
2,02/09/2022 02:37:46 PM,02/09/2022 03:04:25 PM,N,1,74,238,1,3.21,17,0,0.5,4,0,,0.3,24.55,1,1,2.75
2,02/09/2022 02:37:53 PM,02/09/2022 03:03:28 PM,N,1,43,161,1,3.01,17,0,0.5,4.11,0,,0.3,24.66,1,1,2.75
1,02/09/2022 02:38:35 PM,02/09/2022 02:44:34 PM,N,1,97,25,1,0.7,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 02:39:00 PM,02/09/2022 02:59:00 PM,,,42,238,,3.09,15.9,0,0,4.15,0,,0.3,23.1,,,
2,02/09/2022 02:40:24 PM,02/09/2022 02:55:49 PM,N,1,43,239,5,2.1,11.5,0,0.5,1,0,,0.3,16.05,1,1,2.75
2,02/09/2022 02:40:26 PM,02/09/2022 03:01:44 PM,N,1,74,166,1,2.21,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,02/09/2022 02:40:34 PM,02/09/2022 02:53:39 PM,N,1,97,65,1,1.21,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/09/2022 02:41:00 PM,02/09/2022 03:08:00 PM,,,127,161,,9.7,35.77,0,0,0,0,,0.3,38.82,,,
2,02/09/2022 02:41:14 PM,02/09/2022 03:22:49 PM,N,1,74,186,1,5.24,27,0,0.5,7.64,0,,0.3,38.19,1,1,2.75
2,02/09/2022 02:42:14 PM,02/09/2022 02:51:51 PM,N,1,97,49,1,1.61,8.5,0,0.5,0,0,,0.3,9.3,1,1,0
1,02/09/2022 02:42:42 PM,02/09/2022 02:52:04 PM,N,1,243,244,1,1,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/09/2022 02:42:45 PM,02/09/2022 02:48:34 PM,N,5,92,92,1,1.16,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
2,02/09/2022 02:43:25 PM,02/09/2022 03:50:51 PM,N,1,75,95,1,10.1,44.5,0,0.5,0,0,,0.3,48.05,2,1,2.75
2,02/09/2022 02:44:00 PM,02/09/2022 03:19:00 PM,,,74,137,,6.28,27.4,0,0,8.39,0,,0.3,38.84,,,
2,02/09/2022 02:44:11 PM,02/09/2022 03:15:35 PM,N,1,43,100,1,3.73,19.5,0,0.5,0,0,,0.3,23.05,2,1,2.75
2,02/09/2022 02:44:49 PM,02/09/2022 02:50:28 PM,N,1,166,151,1,0.6,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 02:45:11 PM,02/09/2022 02:49:10 PM,N,1,41,24,1,0.63,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 02:45:37 PM,02/09/2022 03:05:25 PM,N,1,43,43,1,2.47,13.5,0,0.5,2.25,0,,0.3,16.55,1,1,0
1,02/09/2022 02:45:50 PM,02/09/2022 03:02:16 PM,N,1,181,188,1,1.8,12,0,0.5,2.55,0,,0.3,15.35,1,1,0
2,02/09/2022 02:45:54 PM,02/09/2022 03:12:33 PM,N,1,75,138,1,8.33,28,0,0.5,7.07,6.55,,0.3,42.42,1,1,0
2,02/09/2022 02:46:00 PM,02/09/2022 02:58:00 PM,,,42,41,,0.61,14.7,0,0,0,0,,0.3,15,,,
2,02/09/2022 02:46:05 PM,02/09/2022 02:54:31 PM,N,1,244,243,1,1.32,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 02:47:19 PM,02/09/2022 02:52:21 PM,N,1,61,17,1,0.84,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 02:47:47 PM,02/09/2022 03:25:18 PM,N,1,129,141,1,5.66,26.5,0,0.5,0,0,,0.3,30.05,2,1,2.75
2,02/09/2022 02:47:54 PM,02/09/2022 02:56:56 PM,N,1,42,41,1,1.44,8,0,0.5,0,0,,0.3,8.8,1,1,0
2,02/09/2022 02:48:39 PM,02/09/2022 03:00:20 PM,N,1,74,75,1,1.3,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/09/2022 02:49:33 PM,02/09/2022 03:08:33 PM,N,1,75,143,1,2.31,13.5,0,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,02/09/2022 02:49:58 PM,02/09/2022 03:49:04 PM,N,1,160,82,1,7.88,35.5,0,0.5,0,0,,0.3,36.3,2,1,0
2,02/09/2022 02:49:59 PM,02/09/2022 02:58:18 PM,N,1,75,238,1,0.95,7,0,0.5,2.11,0,,0.3,12.66,1,1,2.75
2,02/09/2022 02:50:08 PM,02/09/2022 03:02:43 PM,N,1,97,49,1,1.22,9,0,0.5,2.45,0,,0.3,12.25,1,1,0
1,02/09/2022 02:50:09 PM,02/09/2022 03:15:59 PM,N,1,173,192,1,4.1,19,0,0.5,0,0,,0.3,19.8,2,1,0
2,02/09/2022 02:50:23 PM,02/09/2022 02:59:22 PM,N,1,74,42,1,0.73,7,0,0.5,0,0,,0.3,7.8,1,1,0
1,02/09/2022 02:50:30 PM,02/09/2022 03:14:03 PM,Y,1,97,112,1,5,20.5,0,0.5,5.3,0,,0.3,26.6,1,1,0
2,02/09/2022 02:50:42 PM,02/09/2022 03:01:58 PM,N,1,41,166,1,1.43,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/09/2022 02:51:36 PM,02/09/2022 03:14:12 PM,N,1,41,238,3,2.6,15.5,0,0.5,3.81,0,,0.3,22.86,1,1,2.75
2,02/09/2022 02:51:44 PM,02/09/2022 02:52:03 PM,N,1,95,95,1,0.06,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
1,02/09/2022 02:52:20 PM,02/09/2022 02:59:16 PM,N,1,196,196,1,0.9,6,0,0.5,1,0,,0.3,7.8,1,1,0
2,02/09/2022 02:52:26 PM,02/09/2022 03:02:59 PM,N,1,41,74,1,1.02,8,0,0.5,0,0,,0.3,8.8,1,1,0
1,02/09/2022 02:52:33 PM,02/09/2022 03:01:15 PM,N,1,74,41,1,1.2,7.5,0,0.5,1.65,0,,0.3,9.95,1,1,0
1,02/09/2022 02:52:58 PM,02/09/2022 03:26:22 PM,N,1,74,140,1,3.2,21,2.75,0.5,0,0,,0.3,24.55,2,1,2.75
2,02/09/2022 02:52:58 PM,02/09/2022 03:01:09 PM,N,1,75,75,1,0.85,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 02:53:17 PM,02/09/2022 03:19:00 PM,N,1,152,163,6,5.38,21.5,0,0.5,5.01,0,,0.3,30.06,1,1,2.75
1,02/09/2022 02:53:27 PM,02/09/2022 03:06:00 PM,N,1,42,75,1,1.7,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/09/2022 02:53:50 PM,02/09/2022 03:07:48 PM,N,1,95,197,1,2.28,11,0,0.5,3.54,0,,0.3,15.34,1,1,0
2,02/09/2022 02:53:53 PM,02/09/2022 03:18:15 PM,N,1,116,127,1,4.15,18.5,0,0.5,3.86,0,,0.3,23.16,1,1,0
2,02/09/2022 02:54:11 PM,02/09/2022 02:59:50 PM,N,1,41,74,1,0.59,5.5,0,0.5,2,0,,0.3,8.3,1,1,0
2,02/09/2022 02:54:53 PM,02/09/2022 03:03:58 PM,N,1,152,24,1,1.37,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 02:54:55 PM,02/09/2022 03:18:11 PM,N,1,75,263,1,1.76,14.5,0,0.5,0,0,,0.3,18.05,2,1,2.75
2,02/09/2022 02:54:58 PM,02/09/2022 03:05:48 PM,N,1,82,138,1,3.99,13.5,0,0.5,2.86,0,,0.3,17.16,1,1,0
2,02/09/2022 02:55:20 PM,02/09/2022 03:07:15 PM,N,1,75,74,1,1.46,9,0,0.5,1.96,0,,0.3,11.76,1,1,0
2,02/09/2022 02:55:59 PM,02/09/2022 03:00:48 PM,N,1,95,134,2,0.87,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 02:56:08 PM,02/09/2022 03:10:59 PM,N,1,74,166,1,1.44,10.5,0,0.5,0,0,,0.3,11.3,1,1,0
2,02/09/2022 02:56:52 PM,02/09/2022 03:13:18 PM,N,1,129,82,1,1.51,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,02/09/2022 02:57:04 PM,02/09/2022 03:36:02 PM,N,1,244,232,1,11.19,35,0,0.5,0,0,,0.3,38.55,2,1,2.75
2,02/09/2022 02:57:56 PM,02/09/2022 03:32:12 PM,N,1,166,140,1,4.25,22,0,0.5,5.11,0,,0.3,30.66,1,1,2.75
2,02/09/2022 02:58:09 PM,02/09/2022 03:04:36 PM,N,1,130,197,1,0.96,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 02:58:15 PM,02/09/2022 03:34:26 PM,N,1,97,89,2,6.82,26.5,0,0.5,0,0,,0.3,27.3,2,1,0
2,02/09/2022 02:58:22 PM,02/10/2022 12:00:00 AM,N,1,166,74,1,1.99,13,0,0.5,0,0,,0.3,13.8,2,1,0
1,02/09/2022 02:59:30 PM,02/09/2022 03:05:48 PM,N,1,75,236,2,0.6,5.5,2.75,0.5,0,0,,0.3,9.05,2,1,2.75
2,02/09/2022 02:59:45 PM,02/09/2022 03:30:01 PM,N,1,43,140,1,2.22,18.5,0,0.5,2.2,0,,0.3,24.25,1,1,2.75
1,02/09/2022 02:59:54 PM,02/09/2022 03:13:22 PM,N,1,25,181,1,1.8,10,0,0.5,0,0,,0.3,10.8,2,1,0
1,02/09/2022 03:00:26 PM,02/09/2022 03:09:02 PM,N,1,75,75,1,0.6,7,0,0.5,1.95,0,,0.3,9.75,1,1,0
2,02/09/2022 03:01:11 PM,02/09/2022 03:01:27 PM,N,5,131,131,1,0.06,25,0,0,0,0,,0.3,25.3,1,2,0
1,02/09/2022 03:01:25 PM,02/09/2022 03:22:00 PM,N,1,116,143,1,4.1,17.5,2.75,0.5,2,0,,0.3,23.05,1,1,2.75
1,02/09/2022 03:01:28 PM,02/09/2022 03:43:40 PM,N,1,209,51,1,0,47.2,0,0.5,0,6.55,,0.3,54.55,1,1,0
2,02/09/2022 03:04:35 PM,02/09/2022 03:21:50 PM,N,1,95,196,1,1.82,11.5,0,0.5,0.21,0,,0.3,12.51,1,1,0
1,02/09/2022 03:04:55 PM,02/09/2022 03:30:40 PM,N,1,244,229,1,8.6,26.5,2.75,0.5,5,0,,0.3,35.05,1,1,2.75
2,02/09/2022 03:05:09 PM,02/09/2022 03:16:46 PM,N,1,130,135,1,2.42,11,0,0.5,2.36,0,,0.3,14.16,1,1,0
2,02/09/2022 03:05:50 PM,02/09/2022 03:13:34 PM,N,1,41,75,2,0.93,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 03:05:54 PM,02/09/2022 03:13:48 PM,N,1,74,236,1,1.63,8,0,0.5,0,0,,0.3,11.55,2,1,2.75
2,02/09/2022 03:06:00 PM,02/09/2022 03:13:46 PM,N,1,7,223,1,1.08,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 03:06:45 PM,02/09/2022 03:20:14 PM,N,1,166,75,1,1.28,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 03:07:11 PM,02/09/2022 03:11:30 PM,N,1,166,166,1,0.7,5,0,0.5,1,0,,0.3,6.8,1,1,0
2,02/09/2022 03:07:37 PM,02/09/2022 03:26:51 PM,N,1,75,238,1,1.78,13,0,0.5,4.14,0,,0.3,20.69,1,1,2.75
